"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Minnesota,2019,23,189,1,1,1.06,0.53,0.53
States,Mississippi,2019,23,X,X,X,X,X,X
States,Missouri,2019,23,500,0,9,1.8,0,1.8
States,Montana,2019,23,81,2,0,2.47,2.47,0
States,Nebraska,2019,23,64,0,0,0,0,0
States,Nevada,2019,23,X,X,X,X,X,X
States,New Hampshire,2019,23,X,X,X,X,X,X
States,New Jersey,2019,23,X,X,X,X,X,X
States,New Mexico,2019,23,207,4,1,2.42,1.93,0.48
States,New York,2019,23,1145,6,0,0.52,0.52,0
States,North Carolina,2019,23,86,0,1,1.16,0,1.16
States,North Dakota,2019,23,41,0,1,2.44,0,2.44
States,Ohio,2019,23,768,3,2,0.65,0.39,0.26
States,Oklahoma,2019,23,123,1,0,0.81,0.81,0
States,Oregon,2019,23,60,1,3,6.67,1.67,5
States,Pennsylvania,2019,23,159,1,0,0.63,0.63,0
States,Rhode Island,2019,23,X,X,X,X,X,X
States,South Carolina,2019,23,153,0,0,0,0,0
States,South Dakota,2019,23,48,1,0,2.08,2.08,0
States,Tennessee,2019,23,18,0,2,11.11,0,11.11
States,Texas,2019,23,878,6,29,3.99,0.68,3.3
States,Utah,2019,23,346,3,1,1.16,0.87,0.29
States,Vermont,2019,23,44,0,1,2.27,0,2.27
States,Virginia,2019,23,146,0,0,0,0,0
States,Washington,2019,23,355,4,0,1.13,1.13,0
States,West Virginia,2019,23,353,0,1,0.28,0,0.28
States,Wisconsin,2019,23,622,2,1,0.48,0.32,0.16
States,Wyoming,2019,23,X,X,X,X,X,X
States,Puerto Rico,2019,23,X,X,X,X,X,X
States,Virgin Islands,2019,23,X,X,X,X,X,X
States,New York City,2019,23,X,X,X,X,X,X
States,Alabama,2019,24,220,2,1,1.36,0.91,0.45
States,Alaska,2019,24,X,X,X,X,X,X
States,Arizona,2019,24,191,1,2,1.57,0.52,1.05
States,Arkansas,2019,24,185,0,0,0,0,0
States,California,2019,24,348,3,1,1.15,0.86,0.29
States,Colorado,2019,24,242,3,2,2.07,1.24,0.83
States,Connecticut,2019,24,311,2,0,0.64,0.64,0
States,Delaware,2019,24,50,0,0,0,0,0
States,District of Columbia,2019,24,X,X,X,X,X,X
States,Florida,2019,24,X,X,X,X,X,X
States,Georgia,2019,24,396,4,4,2.02,1.01,1.01
States,Hawaii,2019,24,312,10,18,8.97,3.21,5.77
States,Idaho,2019,24,X,X,X,X,X,X
States,Illinois,2019,24,148,0,1,0.68,0,0.68
States,Indiana,2019,24,78,0,0,0,0,0
States,Iowa,2019,24,121,0,0,0,0,0
States,Kansas,2019,24,39,0,0,0,0,0
States,Kentucky,2019,24,285,0,0,0,0,0
States,Louisiana,2019,24,160,2,2,2.5,1.25,1.25
States,Maine,2019,24,20,0,0,0,0,0
States,Maryland,2019,24,70,0,1,1.43,0,1.43
States,Massachusetts,2019,24,300,2,4,2,0.67,1.33
States,Michigan,2019,24,600,0,10,1.67,0,1.67
States,Minnesota,2019,24,115,2,0,1.74,1.74,0
States,Mississippi,2019,24,X,X,X,X,X,X
States,Missouri,2019,24,468,0,0,0,0,0
States,Montana,2019,24,94,2,0,2.13,2.13,0
States,Nebraska,2019,24,69,0,0,0,0,0
States,Nevada,2019,24,X,X,X,X,X,X
States,New Hampshire,2019,24,X,X,X,X,X,X
States,New Jersey,2019,24,X,X,X,X,X,X
States,New Mexico,2019,24,X,X,X,X,X,X
States,New York,2019,24,1081,5,2,0.65,0.46,0.19
States,North Carolina,2019,24,75,0,1,1.33,0,1.33
States,North Dakota,2019,24,30,0,0,0,0,0
States,Ohio,2019,24,604,5,2,1.16,0.83,0.33
States,Oklahoma,2019,24,131,0,0,0,0,0
States,Oregon,2019,24,44,0,0,0,0,0
States,Pennsylvania,2019,24,122,0,0,0,0,0
States,Rhode Island,2019,24,X,X,X,X,X,X
States,South Carolina,2019,24,153,3,0,1.96,1.96,0
States,South Dakota,2019,24,43,0,0,0,0,0
States,Tennessee,2019,24,17,1,0,5.88,5.88,0
States,Texas,2019,24,833,3,11,1.68,0.36,1.32
States,Utah,2019,24,305,9,1,3.28,2.95,0.33
States,Vermont,2019,24,46,1,1,4.35,2.17,2.17
States,Virginia,2019,24,152,0,0,0,0,0
States,Washington,2019,24,431,3,3,1.39,0.7,0.7
States,West Virginia,2019,24,341,1,1,0.59,0.29,0.29
States,Wisconsin,2019,24,543,5,0,0.92,0.92,0
States,Wyoming,2019,24,X,X,X,X,X,X
States,Puerto Rico,2019,24,X,X,X,X,X,X
States,Virgin Islands,2019,24,X,X,X,X,X,X
States,New York City,2019,24,X,X,X,X,X,X
States,Alabama,2019,25,211,0,3,1.42,0,1.42
States,Alaska,2019,25,X,X,X,X,X,X
States,Arizona,2019,25,221,1,2,1.36,0.45,0.9
States,Arkansas,2019,25,86,0,0,0,0,0
States,California,2019,25,308,1,0,0.32,0.32,0
States,Colorado,2019,25,234,3,2,2.14,1.28,0.85
States,Connecticut,2019,25,281,1,0,0.36,0.36,0
States,Delaware,2019,25,51,0,0,0,0,0
States,District of Columbia,2019,25,X,X,X,X,X,X
States,Florida,2019,25,X,X,X,X,X,X
States,Georgia,2019,25,306,3,5,2.61,0.98,1.63
States,Hawaii,2019,25,188,3,8,5.85,1.6,4.26
States,Idaho,2019,25,X,X,X,X,X,X
States,Illinois,2019,25,142,1,0,0.7,0.7,0
States,Indiana,2019,25,83,0,0,0,0,0
States,Iowa,2019,25,126,1,0,0.79,0.79,0
States,Kansas,2019,25,35,0,0,0,0,0
States,Kentucky,2019,25,234,2,0,0.85,0.85,0
States,Louisiana,2019,25,172,0,1,0.58,0,0.58
States,Maine,2019,25,10,0,0,0,0,0
States,Maryland,2019,25,83,0,0,0,0,0
States,Massachusetts,2019,25,259,3,0,1.16,1.16,0
States,Michigan,2019,25,521,2,8,1.92,0.38,1.54
States,Minnesota,2019,25,100,0,0,0,0,0
States,Mississippi,2019,25,X,X,X,X,X,X
States,Missouri,2019,25,421,0,1,0.24,0,0.24
States,Montana,2019,25,68,0,0,0,0,0
States,Nebraska,2019,25,26,0,0,0,0,0
States,Nevada,2019,25,X,X,X,X,X,X
States,New Hampshire,2019,25,X,X,X,X,X,X
States,New Jersey,2019,25,X,X,X,X,X,X
States,New Mexico,2019,25,126,1,0,0.79,0.79,0
States,New York,2019,25,1130,6,0,0.53,0.53,0
States,North Carolina,2019,25,53,0,0,0,0,0
States,North Dakota,2019,25,35,1,1,5.71,2.86,2.86
States,Ohio,2019,25,508,1,0,0.2,0.2,0
States,Oklahoma,2019,25,104,0,0,0,0,0
States,Oregon,2019,25,68,0,0,0,0,0
States,Pennsylvania,2019,25,120,1,0,0.83,0.83,0
States,Rhode Island,2019,25,X,X,X,X,X,X
States,South Carolina,2019,25,138,1,0,0.72,0.72,0
States,South Dakota,2019,25,43,0,0,0,0,0
States,Tennessee,2019,25,20,1,0,5,5,0
States,Texas,2019,25,809,6,7,1.61,0.74,0.87
States,Utah,2019,25,308,5,1,1.95,1.62,0.32
States,Vermont,2019,25,41,0,1,2.44,0,2.44
States,Virginia,2019,25,144,1,0,0.69,0.69,0
States,Washington,2019,25,364,3,1,1.1,0.82,0.27
States,West Virginia,2019,25,313,0,0,0,0,0
States,Wisconsin,2019,25,437,3,0,0.69,0.69,0
States,Wyoming,2019,25,X,X,X,X,X,X
States,Puerto Rico,2019,25,X,X,X,X,X,X
States,Virgin Islands,2019,25,X,X,X,X,X,X
States,New York City,2019,25,X,X,X,X,X,X
States,Alabama,2019,26,266,2,3,1.88,0.75,1.13
States,Alaska,2019,26,X,X,X,X,X,X
States,Arizona,2019,26,172,1,1,1.16,0.58,0.58
States,Arkansas,2019,26,58,0,0,0,0,0
States,California,2019,26,269,2,0,0.74,0.74,0
States,Colorado,2019,26,213,2,0,0.94,0.94,0
States,Connecticut,2019,26,262,5,0,1.91,1.91,0
States,Delaware,2019,26,27,0,0,0,0,0
States,District of Columbia,2019,26,X,X,X,X,X,X
States,Florida,2019,26,X,X,X,X,X,X
States,Georgia,2019,26,311,6,4,3.22,1.93,1.29
States,Hawaii,2019,26,176,1,9,5.68,0.57,5.11
States,Idaho,2019,26,X,X,X,X,X,X
States,Illinois,2019,26,100,1,0,1,1,0
States,Indiana,2019,26,74,0,0,0,0,0
States,Iowa,2019,26,87,0,0,0,0,0
States,Kansas,2019,26,31,0,0,0,0,0
States,Kentucky,2019,26,235,0,0,0,0,0
States,Louisiana,2019,26,148,2,2,2.7,1.35,1.35
States,Maine,2019,26,X,X,X,X,X,X
States,Maryland,2019,26,60,0,0,0,0,0
States,Massachusetts,2019,26,86,0,0,0,0,0
States,Michigan,2019,26,427,2,2,0.94,0.47,0.47
States,Minnesota,2019,26,117,2,0,1.71,1.71,0
States,Mississippi,2019,26,13,0,2,15.38,0,15.38
States,Missouri,2019,26,145,0,1,0.69,0,0.69
States,Montana,2019,26,74,0,0,0,0,0
States,Nebraska,2019,26,27,1,0,3.7,3.7,0
States,Nevada,2019,26,X,X,X,X,X,X
States,New Hampshire,2019,26,X,X,X,X,X,X
States,New Jersey,2019,26,X,X,X,X,X,X
States,New Mexico,2019,26,117,2,0,1.71,1.71,0
States,New York,2019,26,964,1,0,0.1,0.1,0
States,North Carolina,2019,26,32,0,0,0,0,0
States,North Dakota,2019,26,23,0,0,0,0,0
States,Ohio,2019,26,594,6,4,1.68,1.01,0.67
States,Oklahoma,2019,26,105,1,0,0.95,0.95,0
States,Oregon,2019,26,27,1,0,3.7,3.7,0
States,Pennsylvania,2019,26,126,0,0,0,0,0
States,Rhode Island,2019,26,X,X,X,X,X,X
States,South Carolina,2019,26,141,0,0,0,0,0
States,South Dakota,2019,26,46,0,0,0,0,0
States,Tennessee,2019,26,14,0,0,0,0,0
States,Texas,2019,26,718,9,11,2.79,1.25,1.53
States,Utah,2019,26,271,0,1,0.37,0,0.37
States,Vermont,2019,26,17,0,2,11.76,0,11.76
States,Virginia,2019,26,128,0,0,0,0,0
States,Washington,2019,26,374,4,3,1.87,1.07,0.8
States,West Virginia,2019,26,298,0,1,0.34,0,0.34
States,Wisconsin,2019,26,397,5,2,1.76,1.26,0.5
States,Wyoming,2019,26,X,X,X,X,X,X
States,Puerto Rico,2019,26,X,X,X,X,X,X
States,Virgin Islands,2019,26,X,X,X,X,X,X
States,New York City,2019,26,X,X,X,X,X,X
States,Alabama,2019,27,234,1,1,0.85,0.43,0.43
States,Alaska,2019,27,X,X,X,X,X,X
States,Arizona,2019,27,122,1,2,2.46,0.82,1.64
States,Arkansas,2019,27,61,0,0,0,0,0
States,California,2019,27,287,4,2,2.09,1.39,0.7
States,Colorado,2019,27,187,4,0,2.14,2.14,0
States,Connecticut,2019,27,233,3,0,1.29,1.29,0
States,Delaware,2019,27,34,0,0,0,0,0
States,District of Columbia,2019,27,X,X,X,X,X,X
States,Florida,2019,27,X,X,X,X,X,X
States,Georgia,2019,27,300,6,2,2.67,2,0.67
States,Hawaii,2019,27,144,1,9,6.94,0.69,6.25
States,Idaho,2019,27,X,X,X,X,X,X
States,Illinois,2019,27,85,1,0,1.18,1.18,0
States,Indiana,2019,27,83,0,0,0,0,0
States,Iowa,2019,27,73,1,0,1.37,1.37,0
States,Kansas,2019,27,34,1,0,2.94,2.94,0
States,Kentucky,2019,27,257,0,0,0,0,0
States,Louisiana,2019,27,131,2,0,1.53,1.53,0
States,Maine,2019,27,X,X,X,X,X,X
States,Maryland,2019,27,34,0,0,0,0,0
States,Massachusetts,2019,27,165,4,0,2.42,2.42,0
States,Michigan,2019,27,368,4,1,1.36,1.09,0.27
States,Minnesota,2019,27,77,1,0,1.3,1.3,0
States,Mississippi,2019,27,14,1,1,14.29,7.14,7.14
States,Missouri,2019,27,386,1,1,0.52,0.26,0.26
States,Montana,2019,27,51,0,0,0,0,0
States,Nebraska,2019,27,37,0,0,0,0,0
States,Nevada,2019,27,X,X,X,X,X,X
States,New Hampshire,2019,27,X,X,X,X,X,X
States,New Jersey,2019,27,X,X,X,X,X,X
States,New Mexico,2019,27,163,11,1,7.36,6.75,0.61
States,New York,2019,27,839,2,0,0.24,0.24,0
States,North Carolina,2019,27,53,0,0,0,0,0
States,North Dakota,2019,27,24,0,0,0,0,0
States,Ohio,2019,27,512,8,1,1.76,1.56,0.2
States,Oklahoma,2019,27,107,0,0,0,0,0
States,Oregon,2019,27,44,1,0,2.27,2.27,0
States,Pennsylvania,2019,27,173,1,0,0.58,0.58,0
States,Rhode Island,2019,27,X,X,X,X,X,X
States,South Carolina,2019,27,116,0,0,0,0,0
States,South Dakota,2019,27,42,0,0,0,0,0
States,Tennessee,2019,27,X,X,X,X,X,X
States,Texas,2019,27,600,4,6,1.67,0.67,1
States,Utah,2019,27,229,2,2,1.75,0.87,0.87
States,Vermont,2019,27,13,0,0,0,0,0
States,Virginia,2019,27,118,3,0,2.54,2.54,0
States,Washington,2019,27,347,4,0,1.15,1.15,0
States,West Virginia,2019,27,275,1,1,0.73,0.36,0.36
States,Wisconsin,2019,27,351,3,1,1.14,0.85,0.28
States,Wyoming,2019,27,X,X,X,X,X,X
States,Puerto Rico,2019,27,X,X,X,X,X,X
States,Virgin Islands,2019,27,X,X,X,X,X,X
States,New York City,2019,27,X,X,X,X,X,X
States,Alabama,2019,28,272,5,2,2.57,1.84,0.74
States,Alaska,2019,28,X,X,X,X,X,X
States,Arizona,2019,28,129,2,1,2.33,1.55,0.78
States,Arkansas,2019,28,46,0,0,0,0,0
States,California,2019,28,300,2,2,1.33,0.67,0.67
States,Colorado,2019,28,214,0,0,0,0,0
States,Connecticut,2019,28,240,1,0,0.42,0.42,0
States,Delaware,2019,28,34,2,0,5.88,5.88,0
States,District of Columbia,2019,28,X,X,X,X,X,X
States,Florida,2019,28,X,X,X,X,X,X
States,Georgia,2019,28,300,5,3,2.67,1.67,1
States,Hawaii,2019,28,218,6,15,9.63,2.75,6.88
States,Idaho,2019,28,X,X,X,X,X,X
States,Illinois,2019,28,105,0,0,0,0,0
States,Indiana,2019,28,61,0,0,0,0,0
States,Iowa,2019,28,91,0,0,0,0,0
States,Kansas,2019,28,45,0,0,0,0,0
States,Kentucky,2019,28,255,1,0,0.39,0.39,0
States,Louisiana,2019,28,126,0,0,0,0,0
States,Maine,2019,28,X,X,X,X,X,X
States,Maryland,2019,28,51,0,0,0,0,0
States,Massachusetts,2019,28,199,2,0,1.01,1.01,0
States,Michigan,2019,28,326,3,2,1.53,0.92,0.61
States,Minnesota,2019,28,100,0,0,0,0,0
States,Mississippi,2019,28,X,X,X,X,X,X
States,Missouri,2019,28,388,0,0,0,0,0
States,Montana,2019,28,70,0,0,0,0,0
States,Nebraska,2019,28,30,0,0,0,0,0
States,Nevada,2019,28,X,X,X,X,X,X
States,New Hampshire,2019,28,X,X,X,X,X,X
States,New Jersey,2019,28,X,X,X,X,X,X
States,New Mexico,2019,28,113,0,0,0,0,0
States,New York,2019,28,875,2,0,0.23,0.23,0
States,North Carolina,2019,28,51,0,0,0,0,0
States,North Dakota,2019,28,31,0,0,0,0,0
States,Ohio,2019,28,441,0,0,0,0,0
States,Oklahoma,2019,28,116,0,0,0,0,0
States,Oregon,2019,28,13,0,0,0,0,0
States,Pennsylvania,2019,28,171,0,0,0,0,0
States,Rhode Island,2019,28,X,X,X,X,X,X
States,South Carolina,2019,28,144,1,0,0.69,0.69,0
States,South Dakota,2019,28,54,0,1,1.85,0,1.85
States,Tennessee,2019,28,X,X,X,X,X,X
States,Texas,2019,28,641,8,2,1.56,1.25,0.31
States,Utah,2019,28,233,4,1,2.15,1.72,0.43
States,Vermont,2019,28,10,0,0,0,0,0
States,Virginia,2019,28,146,0,0,0,0,0
States,Washington,2019,28,331,5,1,1.81,1.51,0.3
States,West Virginia,2019,28,274,0,0,0,0,0
States,Wisconsin,2019,28,397,0,0,0,0,0
States,Wyoming,2019,28,X,X,X,X,X,X
States,Puerto Rico,2019,28,X,X,X,X,X,X
States,Virgin Islands,2019,28,X,X,X,X,X,X
States,New York City,2019,28,X,X,X,X,X,X
States,Alabama,2019,29,72,0,2,2.78,0,2.78
States,Alaska,2019,29,X,X,X,X,X,X
States,Arizona,2019,29,124,0,1,0.81,0,0.81
States,Arkansas,2019,29,61,0,0,0,0,0
States,California,2019,29,269,2,1,1.12,0.74,0.37
States,Colorado,2019,29,204,1,0,0.49,0.49,0
States,Connecticut,2019,29,227,0,0,0,0,0
States,Delaware,2019,29,33,0,0,0,0,0
States,District of Columbia,2019,29,X,X,X,X,X,X
States,Florida,2019,29,X,X,X,X,X,X
States,Georgia,2019,29,284,4,2,2.11,1.41,0.7
States,Hawaii,2019,29,142,0,8,5.63,0,5.63
States,Idaho,2019,29,X,X,X,X,X,X
States,Illinois,2019,29,68,0,0,0,0,0
States,Indiana,2019,29,57,0,0,0,0,0
States,Iowa,2019,29,93,0,0,0,0,0
States,Kansas,2019,29,43,0,0,0,0,0
States,Kentucky,2019,29,207,1,0,0.48,0.48,0
States,Louisiana,2019,29,108,1,0,0.93,0.93,0
States,Maine,2019,29,X,X,X,X,X,X
States,Maryland,2019,29,58,0,0,0,0,0
States,Massachusetts,2019,29,152,2,0,1.32,1.32,0
States,Michigan,2019,29,287,4,2,2.09,1.39,0.7
States,Minnesota,2019,29,93,0,0,0,0,0
States,Mississippi,2019,29,X,X,X,X,X,X
States,Missouri,2019,29,392,5,0,1.28,1.28,0
States,Montana,2019,29,59,1,0,1.69,1.69,0
States,Nebraska,2019,29,34,0,0,0,0,0
States,Nevada,2019,29,X,X,X,X,X,X
States,New Hampshire,2019,29,X,X,X,X,X,X
States,New Jersey,2019,29,X,X,X,X,X,X
States,New Mexico,2019,29,109,2,0,1.83,1.83,0
States,New York,2019,29,861,4,1,0.58,0.46,0.12
States,North Carolina,2019,29,62,0,0,0,0,0
States,North Dakota,2019,29,28,0,0,0,0,0
States,Ohio,2019,29,532,7,0,1.32,1.32,0
States,Oklahoma,2019,29,119,0,0,0,0,0
States,Oregon,2019,29,36,0,0,0,0,0
States,Pennsylvania,2019,29,148,1,0,0.68,0.68,0
States,Rhode Island,2019,29,X,X,X,X,X,X
States,South Carolina,2019,29,125,1,2,2.4,0.8,1.6
States,South Dakota,2019,29,31,0,0,0,0,0
States,Tennessee,2019,29,X,X,X,X,X,X
States,Texas,2019,29,599,13,3,2.67,2.17,0.5
States,Utah,2019,29,206,0,0,0,0,0
States,Vermont,2019,29,10,0,0,0,0,0
States,Virginia,2019,29,109,1,0,0.92,0.92,0
States,Washington,2019,29,312,5,1,1.92,1.6,0.32
States,West Virginia,2019,29,236,0,0,0,0,0
States,Wisconsin,2019,29,349,1,1,0.57,0.29,0.29
States,Wyoming,2019,29,X,X,X,X,X,X
States,Puerto Rico,2019,29,X,X,X,X,X,X
States,Virgin Islands,2019,29,X,X,X,X,X,X
States,New York City,2019,29,X,X,X,X,X,X
States,Alabama,2019,30,78,2,1,3.85,2.56,1.28
States,Alaska,2019,30,X,X,X,X,X,X
States,Arizona,2019,30,113,0,0,0,0,0
States,Arkansas,2019,30,60,0,0,0,0,0
States,California,2019,30,266,2,0,0.75,0.75,0
States,Colorado,2019,30,190,2,3,2.63,1.05,1.58
States,Connecticut,2019,30,190,2,0,1.05,1.05,0
States,Delaware,2019,30,23,0,0,0,0,0
States,District of Columbia,2019,30,X,X,X,X,X,X
States,Florida,2019,30,X,X,X,X,X,X
States,Georgia,2019,30,291,3,1,1.37,1.03,0.34
States,Hawaii,2019,30,158,0,7,4.43,0,4.43
States,Idaho,2019,30,X,X,X,X,X,X
States,Illinois,2019,30,86,0,0,0,0,0
States,Indiana,2019,30,57,0,0,0,0,0
States,Iowa,2019,30,69,1,0,1.45,1.45,0
States,Kansas,2019,30,39,0,0,0,0,0
States,Kentucky,2019,30,243,0,0,0,0,0
States,Louisiana,2019,30,85,0,0,0,0,0
States,Maine,2019,30,X,X,X,X,X,X
States,Maryland,2019,30,52,1,0,1.92,1.92,0
States,Massachusetts,2019,30,172,2,0,1.16,1.16,0
States,Michigan,2019,30,241,1,1,0.83,0.41,0.41
States,Minnesota,2019,30,96,0,0,0,0,0
States,Mississippi,2019,30,14,0,0,0,0,0
States,Missouri,2019,30,347,1,0,0.29,0.29,0
States,Montana,2019,30,54,0,0,0,0,0
States,Nebraska,2019,30,31,0,0,0,0,0
States,Nevada,2019,30,X,X,X,X,X,X
States,New Hampshire,2019,30,X,X,X,X,X,X
States,New Jersey,2019,30,X,X,X,X,X,X
States,New Mexico,2019,30,103,1,0,0.97,0.97,0
States,New York,2019,30,740,3,0,0.41,0.41,0
States,North Carolina,2019,30,36,0,0,0,0,0
States,North Dakota,2019,30,14,0,0,0,0,0
States,Ohio,2019,30,508,2,0,0.39,0.39,0
States,Oklahoma,2019,30,101,1,0,0.99,0.99,0
States,Oregon,2019,30,15,0,0,0,0,0
States,Pennsylvania,2019,30,165,0,0,0,0,0
States,Rhode Island,2019,30,X,X,X,X,X,X
States,South Carolina,2019,30,134,1,0,0.75,0.75,0
States,South Dakota,2019,30,43,2,0,4.65,4.65,0
States,Tennessee,2019,30,X,X,X,X,X,X
States,Texas,2019,30,617,12,4,2.59,1.94,0.65
States,Utah,2019,30,213,8,1,4.23,3.76,0.47
States,Vermont,2019,30,12,0,0,0,0,0
States,Virginia,2019,30,119,1,0,0.84,0.84,0
States,Washington,2019,30,254,5,0,1.97,1.97,0
States,West Virginia,2019,30,258,0,0,0,0,0
States,Wisconsin,2019,30,309,1,0,0.32,0.32,0
States,Wyoming,2019,30,X,X,X,X,X,X
States,Puerto Rico,2019,30,X,X,X,X,X,X
States,Virgin Islands,2019,30,X,X,X,X,X,X
States,New York City,2019,30,X,X,X,X,X,X
States,Alabama,2019,31,196,1,3,2.04,0.51,1.53
States,Alaska,2019,31,X,X,X,X,X,X
States,Arizona,2019,31,128,0,0,0,0,0
States,Arkansas,2019,31,62,0,1,1.61,0,1.61
States,California,2019,31,278,1,0,0.36,0.36,0
States,Colorado,2019,31,177,2,1,1.69,1.13,0.56
States,Connecticut,2019,31,188,4,0,2.13,2.13,0
States,Delaware,2019,31,41,0,1,2.44,0,2.44
States,District of Columbia,2019,31,X,X,X,X,X,X
States,Florida,2019,31,X,X,X,X,X,X
States,Georgia,2019,31,273,3,0,1.1,1.1,0
States,Hawaii,2019,31,166,0,8,4.82,0,4.82
States,Idaho,2019,31,X,X,X,X,X,X
States,Illinois,2019,31,90,1,0,1.11,1.11,0
States,Indiana,2019,31,45,0,0,0,0,0
States,Iowa,2019,31,80,1,0,1.25,1.25,0
States,Kansas,2019,31,36,0,0,0,0,0
States,Kentucky,2019,31,258,2,0,0.78,0.78,0
States,Louisiana,2019,31,108,1,3,3.7,0.93,2.78
States,Maine,2019,31,X,X,X,X,X,X
States,Maryland,2019,31,34,1,0,2.94,2.94,0
States,Massachusetts,2019,31,122,1,0,0.82,0.82,0
States,Michigan,2019,31,292,4,0,1.37,1.37,0
States,Minnesota,2019,31,98,0,1,1.02,0,1.02
States,Mississippi,2019,31,10,0,0,0,0,0
States,Missouri,2019,31,349,1,0,0.29,0.29,0
States,Montana,2019,31,55,2,0,3.64,3.64,0
States,Nebraska,2019,31,32,0,0,0,0,0
States,Nevada,2019,31,X,X,X,X,X,X
States,New Hampshire,2019,31,X,X,X,X,X,X
States,New Jersey,2019,31,X,X,X,X,X,X
States,New Mexico,2019,31,65,0,0,0,0,0
States,New York,2019,31,759,2,1,0.4,0.26,0.13
States,North Carolina,2019,31,27,0,0,0,0,0
States,North Dakota,2019,31,17,0,0,0,0,0
States,Ohio,2019,31,443,4,0,0.9,0.9,0
States,Oklahoma,2019,31,83,0,0,0,0,0
States,Oregon,2019,31,32,0,1,3.13,0,3.13
States,Pennsylvania,2019,31,163,0,0,0,0,0
States,Rhode Island,2019,31,X,X,X,X,X,X
States,South Carolina,2019,31,101,2,2,3.96,1.98,1.98
States,South Dakota,2019,31,24,0,0,0,0,0
States,Tennessee,2019,31,X,X,X,X,X,X
States,Texas,2019,31,611,9,3,1.96,1.47,0.49
States,Utah,2019,31,201,0,1,0.5,0,0.5
States,Vermont,2019,31,12,0,0,0,0,0
States,Virginia,2019,31,68,0,0,0,0,0
States,Washington,2019,31,283,6,2,2.83,2.12,0.71
States,West Virginia,2019,31,219,0,0,0,0,0
States,Wisconsin,2019,31,327,2,0,0.61,0.61,0
States,Wyoming,2019,31,X,X,X,X,X,X
States,Puerto Rico,2019,31,X,X,X,X,X,X
States,Virgin Islands,2019,31,X,X,X,X,X,X
States,New York City,2019,31,X,X,X,X,X,X
States,Alabama,2019,32,182,2,6,4.4,1.1,3.3
States,Alaska,2019,32,11,0,0,0,0,0
States,Arizona,2019,32,112,0,0,0,0,0
States,Arkansas,2019,32,56,0,0,0,0,0
States,California,2019,32,248,1,3,1.61,0.4,1.21
States,Colorado,2019,32,165,1,0,0.61,0.61,0
States,Connecticut,2019,32,206,0,2,0.97,0,0.97
States,Delaware,2019,32,35,1,0,2.86,2.86,0
States,District of Columbia,2019,32,X,X,X,X,X,X
States,Florida,2019,32,X,X,X,X,X,X
States,Georgia,2019,32,295,2,1,1.02,0.68,0.34
States,Hawaii,2019,32,126,3,2,3.97,2.38,1.59
States,Idaho,2019,32,X,X,X,X,X,X
States,Illinois,2019,32,78,0,0,0,0,0
States,Indiana,2019,32,58,0,0,0,0,0
States,Iowa,2019,32,84,1,0,1.19,1.19,0
States,Kansas,2019,32,30,0,0,0,0,0
States,Kentucky,2019,32,202,0,0,0,0,0
States,Louisiana,2019,32,114,0,0,0,0,0
States,Maine,2019,32,X,X,X,X,X,X
States,Maryland,2019,32,49,1,0,2.04,2.04,0
States,Massachusetts,2019,32,129,0,0,0,0,0
States,Michigan,2019,32,273,1,0,0.37,0.37,0
States,Minnesota,2019,32,98,0,0,0,0,0
States,Mississippi,2019,32,10,0,0,0,0,0
States,Missouri,2019,32,371,0,0,0,0,0
States,Montana,2019,32,54,0,0,0,0,0
States,Nebraska,2019,32,24,0,0,0,0,0
States,Nevada,2019,32,X,X,X,X,X,X
States,New Hampshire,2019,32,X,X,X,X,X,X
States,New Jersey,2019,32,X,X,X,X,X,X
States,New Mexico,2019,32,79,1,0,1.27,1.27,0
States,New York,2019,32,804,4,0,0.5,0.5,0
States,North Carolina,2019,32,49,0,0,0,0,0
States,North Dakota,2019,32,14,0,0,0,0,0
States,Ohio,2019,32,585,1,0,0.17,0.17,0
States,Oklahoma,2019,32,94,1,0,1.06,1.06,0
States,Oregon,2019,32,25,0,1,4,0,4
States,Pennsylvania,2019,32,165,0,0,0,0,0
States,Rhode Island,2019,32,X,X,X,X,X,X
States,South Carolina,2019,32,117,2,0,1.71,1.71,0
States,South Dakota,2019,32,36,0,0,0,0,0
States,Tennessee,2019,32,X,X,X,X,X,X
States,Texas,2019,32,576,1,4,0.87,0.17,0.69
States,Utah,2019,32,210,0,0,0,0,0
States,Vermont,2019,32,X,X,X,X,X,X
States,Virginia,2019,32,121,0,0,0,0,0
States,Washington,2019,32,228,3,2,2.19,1.32,0.88
States,West Virginia,2019,32,275,2,1,1.09,0.73,0.36
States,Wisconsin,2019,32,347,0,0,0,0,0
States,Wyoming,2019,32,X,X,X,X,X,X
States,Puerto Rico,2019,32,X,X,X,X,X,X
States,Virgin Islands,2019,32,X,X,X,X,X,X
States,New York City,2019,32,X,X,X,X,X,X
States,Alabama,2019,33,233,1,11,5.15,0.43,4.72
States,Alaska,2019,33,X,X,X,X,X,X
States,Arizona,2019,33,152,1,0,0.66,0.66,0
